Home,Away,League,Season,Date,Gols_H,Gols_A,FTR,Placar
Arsenal,Wolves,Premier League,2024/2025,2024-08-17,2.0,0.0,H,2.0 x 0.0
Brentford,Crystal Palace,Premier League,2024/2025,2024-08-18,2.0,1.0,H,2.0 x 1.0
Elche,Huesca,LaLiga 2,2024/2025,2024-08-18,0.0,1.0,A,0.0 x 1.0
Bolton,Wrexham,EFL League One,2024/2025,2024-08-18,0.0,0.0,D,0.0 x 0.0
Sp Gijon,Levante,LaLiga 2,2024/2025,2024-08-18,1.0,2.0,A,1.0 x 2.0
Santander,Almeria,LaLiga 2,2024/2025,2024-08-18,2.0,2.0,D,2.0 x 2.0
Oud-Heverlee Leuven,Cercle Brugge,Jupiler League,2024/2025,2024-08-18,1.0,1.0,D,1.0 x 1.0
Kortrijk,Standard,Jupiler League,2024/2025,2024-08-18,1.0,0.0,H,1.0 x 0.0
Gent,Westerlo,Jupiler League,2024/2025,2024-08-18,4.0,1.0,H,4.0 x 1.0
Buyuksehyr,Alanyaspor,Super Lig,2024/2025,2024-08-18,4.0,2.0,H,4.0 x 2.0
Besiktas,Antalyaspor,Super Lig,2024/2025,2024-08-18,4.0,2.0,H,4.0 x 2.0
Gaziantep,Samsunspor,Super Lig,2024/2025,2024-08-18,0.0,1.0,A,0.0 x 1.0
Sunderland,Sheffield Weds,EFL Championship,2024/2025,2024-08-18,4.0,0.0,H,4.0 x 0.0
Burgos,Cartagena,LaLiga 2,2024/2025,2024-08-18,3.0,1.0,H,3.0 x 1.0
Club Brugge,Antwerp,Jupiler League,2024/2025,2024-08-18,1.0,0.0,H,1.0 x 0.0
Lazio,Venezia,Serie A,2024/2025,2024-08-18,3.0,1.0,H,3.0 x 1.0
Moreirense,Arouca,Primeira Liga,2024/2025,2024-08-18,3.0,1.0,H,3.0 x 1.0
Notts County,Fleetwood Town,EFL League Two,2024/2025,2024-08-18,2.0,2.0,D,2.0 x 2.0
Bologna,Udinese,Serie A,2024/2025,2024-08-18,1.0,1.0,D,1.0 x 1.0
Verona,Napoli,Serie A,2024/2025,2024-08-18,3.0,0.0,H,3.0 x 0.0
Cagliari,Roma,Serie A,2024/2025,2024-08-18,0.0,0.0,D,0.0 x 0.0
Catanzaro,Sassuolo,Serie B,2024/2025,2024-08-18,1.0,1.0,D,1.0 x 1.0
Cesena,Carrarese,Serie B,2024/2025,2024-08-18,2.0,1.0,H,2.0 x 1.0
Cosenza,Cremonese,Serie B,2024/2025,2024-08-18,1.0,0.0,H,1.0 x 0.0
Frosinone,Sampdoria,Serie B,2024/2025,2024-08-18,2.0,2.0,D,2.0 x 2.0
Reggiana,Mantova,Serie B,2024/2025,2024-08-18,2.0,2.0,D,2.0 x 2.0
Sociedad,Vallecano,LaLiga,2024/2025,2024-08-18,1.0,2.0,A,1.0 x 2.0
NAC Breda,Ajax,Eredivisie,2024/2025,2024-08-18,2.0,1.0,H,2.0 x 1.0
Zwolle,Feyenoord,Eredivisie,2024/2025,2024-08-18,1.0,5.0,A,1.0 x 5.0
Willem II,Go Ahead Eagles,Eredivisie,2024/2025,2024-08-18,2.0,0.0,H,2.0 x 0.0
Chelsea,Man City,Premier League,2024/2025,2024-08-18,0.0,2.0,A,0.0 x 2.0
Mallorca,Real Madrid,LaLiga,2024/2025,2024-08-18,1.0,1.0,D,1.0 x 1.0
Heracles,PSV Eindhoven,Eredivisie,2024/2025,2024-08-18,1.0,3.0,A,1.0 x 3.0
Boavista,Sp Braga,Primeira Liga,2024/2025,2024-08-18,0.0,1.0,A,0.0 x 1.0
Auxerre,Nice,Ligue 1,2024/2025,2024-08-18,2.0,1.0,H,2.0 x 1.0
Angers,Lens,Ligue 1,2024/2025,2024-08-18,0.0,1.0,A,0.0 x 1.0
Montpellier,Strasbourg,Ligue 1,2024/2025,2024-08-18,1.0,1.0,D,1.0 x 1.0
Toulouse,Nantes,Ligue 1,2024/2025,2024-08-18,0.0,0.0,D,0.0 x 0.0
Rennes,Lyon,Ligue 1,2024/2025,2024-08-18,3.0,0.0,H,3.0 x 0.0
Guimaraes,Estoril,Primeira Liga,2024/2025,2024-08-18,1.0,0.0,H,1.0 x 0.0
Levadeiakos,Athens Kallithea,Superliga,2024/2025,2024-08-18,0.0,0.0,D,0.0 x 0.0
AEK,OFI Crete,Superliga,2024/2025,2024-08-18,3.0,0.0,H,3.0 x 0.0
Atromitos,Aris,Superliga,2024/2025,2024-08-18,1.0,1.0,D,1.0 x 1.0
Panathinaikos,Asteras Tripolis,Superliga,2024/2025,2024-08-18,0.0,1.0,A,0.0 x 1.0
Villarreal,Ath Madrid,LaLiga,2024/2025,2024-08-19,2.0,2.0,D,2.0 x 2.0
Martigues,Lorient,Ligue 2,2024/2025,2024-08-19,0.0,1.0,A,0.0 x 1.0
Panetolikos,Lamia,Superliga,2024/2025,2024-08-19,0.0,1.0,A,0.0 x 1.0
Juventus,Como,Serie A,2024/2025,2024-08-19,3.0,0.0,H,3.0 x 0.0
Valladolid,Espanol,LaLiga,2024/2025,2024-08-19,1.0,0.0,H,1.0 x 0.0
Eyupspor,Bodrumspor,Super Lig,2024/2025,2024-08-19,4.0,1.0,H,4.0 x 1.0
Hatayspor,Kasimpasa,Super Lig,2024/2025,2024-08-19,1.0,1.0,D,1.0 x 1.0
Lecce,Atalanta,Serie A,2024/2025,2024-08-19,0.0,4.0,A,0.0 x 4.0
Metz,Bastia,Ligue 2,2024/2025,2024-08-19,1.0,1.0,D,1.0 x 1.0
Eldense,Tenerife,LaLiga 2,2024/2025,2024-08-19,2.0,1.0,H,2.0 x 1.0
Leicester,Tottenham,Premier League,2024/2025,2024-08-19,1.0,1.0,D,1.0 x 1.0
Estrela,Famalicao,Primeira Liga,2024/2025,2024-08-19,0.0,3.0,A,0.0 x 3.0
York,Rochdale,National League,2024/2025,2024-08-20,1.0,0.0,H,1.0 x 0.0
Yeovil,Ebbsfleet,National League,2024/2025,2024-08-20,3.0,2.0,H,3.0 x 2.0
Woking,Dag and Red,National League,2024/2025,2024-08-20,1.0,0.0,H,1.0 x 0.0
Wealdstone,Sutton,National League,2024/2025,2024-08-20,0.0,1.0,A,0.0 x 1.0
Southend,Boston Utd,National League,2024/2025,2024-08-20,2.0,0.0,H,2.0 x 0.0
Oldham,Fylde,National League,2024/2025,2024-08-20,1.0,1.0,D,1.0 x 1.0
Maidenhead,Altrincham,National League,2024/2025,2024-08-20,0.0,1.0,A,0.0 x 1.0
Tamworth,Hartlepool,National League,2024/2025,2024-08-20,0.0,1.0,A,0.0 x 1.0
Eastleigh,Solihull,National League,2024/2025,2024-08-20,2.0,1.0,H,2.0 x 1.0
Braintree Town,Aldershot,National League,2024/2025,2024-08-20,2.0,1.0,H,2.0 x 1.0
Barnet,Forest Green,National League,2024/2025,2024-08-20,1.0,0.0,H,1.0 x 0.0
Halifax,Gateshead,National League,2024/2025,2024-08-20,1.0,1.0,D,1.0 x 1.0
Notts County,Grimsby,EFL League Two,2024/2025,2024-08-22,4.0,1.0,H,4.0 x 1.0
Troyes,Clermont,Ligue 2,2024/2025,2024-08-23,0.0,1.0,A,0.0 x 1.0
Modena,Bari,Serie B,2024/2025,2024-08-23,2.0,1.0,H,2.0 x 1.0
Sheffield Weds,Leeds,EFL Championship,2024/2025,2024-08-23,0.0,2.0,A,0.0 x 2.0
Dag and Red,Halifax,National League,2024/2025,2024-08-23,1.0,1.0,D,1.0 x 1.0
Sevilla,Villarreal,LaLiga,2024/2025,2024-08-23,1.0,2.0,A,1.0 x 2.0
Karlsruhe,Elversberg,Bundesliga 2,2024/2025,2024-08-23,3.0,2.0,H,3.0 x 2.0
Farense,Sp Lisbon,Primeira Liga,2024/2025,2024-08-23,0.0,5.0,A,0.0 x 5.0
Alanyaspor,Goztep,Super Lig,2024/2025,2024-08-23,1.0,1.0,D,1.0 x 1.0
M'gladbach,Leverkusen,Bundesliga,2024/2025,2024-08-23,2.0,3.0,A,2.0 x 3.0
Rodez,Metz,Ligue 2,2024/2025,2024-08-23,1.0,3.0,A,1.0 x 3.0
Hannover,Hamburg,Bundesliga 2,2024/2025,2024-08-23,1.0,0.0,H,1.0 x 0.0
Pau FC,Caen,Ligue 2,2024/2025,2024-08-23,1.0,0.0,H,1.0 x 0.0
Celta,Valencia,LaLiga,2024/2025,2024-08-23,3.0,1.0,H,3.0 x 1.0
Laval,Guingamp,Ligue 2,2024/2025,2024-08-23,0.0,1.0,A,0.0 x 1.0
Bastia,Amiens,Ligue 2,2024/2025,2024-08-23,1.0,0.0,H,1.0 x 0.0
Annecy,Martigues,Ligue 2,2024/2025,2024-08-23,2.0,4.0,A,2.0 x 4.0
Santander,Eibar,LaLiga 2,2024/2025,2024-08-23,2.0,2.0,D,2.0 x 2.0
Paris SG,Montpellier,Ligue 1,2024/2025,2024-08-23,6.0,0.0,H,6.0 x 0.0
Paris FC,Dunkerque,Ligue 2,2024/2025,2024-08-23,3.0,2.0,H,3.0 x 2.0
Huesca,La Coruna,LaLiga 2,2024/2025,2024-08-23,2.0,1.0,H,2.0 x 1.0
Crewe,Swindon,EFL League Two,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Tranmere,Walsall,EFL League Two,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Parma,Milan,Serie A,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Monza,Genoa,Serie A,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Inter,Lecce,Serie A,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Rangers,Ross County,Premiership,2024/2025,2024-08-24,6.0,0.0,H,6.0 x 0.0
Lyon,Monaco,Ligue 1,2024/2025,2024-08-24,0.0,2.0,A,0.0 x 2.0
Hibernian,Dundee,Premiership,2024/2025,2024-08-24,2.0,2.0,D,2.0 x 2.0
Dundee United,St Johnstone,Premiership,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Udinese,Lazio,Serie A,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Newport County,Accrington,EFL League Two,2024/2025,2024-08-24,3.0,1.0,H,3.0 x 1.0
FC Koln,Braunschweig,Bundesliga 2,2024/2025,2024-08-24,5.0,0.0,H,5.0 x 0.0
Preußen Münster,Kaiserslautern,Bundesliga 2,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Hertha,Regensburg,Bundesliga 2,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Greuther Furth,Paderborn,Bundesliga 2,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Panserraikos,Aris,Superliga,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Famalicao,Boavista,Primeira Liga,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Benfica,Estrela,Primeira Liga,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Airdrie Utd,Queens Park,Championship,2024/2025,2024-08-24,0.0,2.0,A,0.0 x 2.0
Ayr,Raith Rvs,Championship,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Falkirk,Partick,Championship,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Hamilton,Dunfermline,Championship,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Livingston,Morton,Championship,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Porto,Rio Ave,Primeira Liga,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
AEK,Lamia,Superliga,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Milton Keynes Dons,Carlisle,EFL League Two,2024/2025,2024-08-24,3.0,0.0,H,3.0 x 0.0
Spezia,Frosinone,Serie B,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
St Etienne,Le Havre,Ligue 1,2024/2025,2024-08-24,0.0,2.0,A,0.0 x 2.0
Lorient,Grenoble,Ligue 2,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Brescia,Cittadella,Serie B,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Sudtirol,Salernitana,Serie B,2024/2025,2024-08-24,3.0,2.0,H,3.0 x 2.0
Almere City,PSV Eindhoven,Eredivisie,2024/2025,2024-08-24,1.0,7.0,A,1.0 x 7.0
NAC Breda,Utrecht,Eredivisie,2024/2025,2024-08-24,1.0,2.0,A,1.0 x 2.0
Fylde,Maidenhead,National League,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Ebbsfleet,Woking,National League,2024/2025,2024-08-24,0.0,3.0,A,0.0 x 3.0
Boston Utd,Tamworth,National League,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Barnet,Southend,National League,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Altrincham,Eastleigh,National League,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Aldershot,Oldham,National League,2024/2025,2024-08-24,4.0,1.0,H,4.0 x 1.0
Gateshead,Yeovil,National League,2024/2025,2024-08-24,3.0,1.0,H,3.0 x 1.0
Colchester,Harrogate,EFL League Two,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Chesterfield,Salford,EFL League Two,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Cheltenham,AFC Wimbledon,EFL League Two,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Bradford,Bromley,EFL League Two,2024/2025,2024-08-24,3.0,1.0,H,3.0 x 1.0
Barrow,Port Vale,EFL League Two,2024/2025,2024-08-24,4.0,0.0,H,4.0 x 0.0
Cremonese,Carrarese,Serie B,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Pisa,Palermo,Serie B,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Sampdoria,Reggiana,Serie B,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Doncaster,Morecambe,EFL League Two,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Fleetwood Town,Gillingham,EFL League Two,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
OFI Crete,Atromitos,Superliga,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Hartlepool,Wealdstone,National League,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Solihull,Braintree Town,National League,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Sutton,York,National League,2024/2025,2024-08-24,2.0,2.0,D,2.0 x 2.0
Sassuolo,Cesena,Serie B,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Lille,Angers,Ligue 1,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Rochdale,Forest Green,National League,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Nijmegen,Zwolle,Eredivisie,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Osasuna,Mallorca,LaLiga,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Dumbarton,Arbroath,League One,2024/2025,2024-08-24,2.0,2.0,D,2.0 x 2.0
Kelty Hearts,Inverness C,League One,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Stenhousemuir,Cove Rangers,League One,2024/2025,2024-08-24,3.0,2.0,H,3.0 x 2.0
Montrose,Queen of Sth,League One,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Getafe,Vallecano,LaLiga,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Exeter,Peterboro,EFL League One,2024/2025,2024-08-24,1.0,2.0,A,1.0 x 2.0
Charlton,Bolton,EFL League One,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Cambridge,Blackpool,EFL League One,2024/2025,2024-08-24,4.0,4.0,D,4.0 x 4.0
Barnsley,Northampton,EFL League One,2024/2025,2024-08-24,2.0,2.0,D,2.0 x 2.0
Fulham,Leicester,Premier League,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Crystal Palace,West Ham,Premier League,2024/2025,2024-08-24,0.0,2.0,A,0.0 x 2.0
Stockport,Bristol Rvs,EFL League One,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Burton,Stevenage,EFL League One,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Brighton,Man United,Premier League,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Sunderland,Burnley,EFL Championship,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Westerlo,Oud-Heverlee Leuven,Jupiler League,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Bristol City,Coventry,EFL Championship,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Hull,Millwall,EFL Championship,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
QPR,Plymouth,EFL Championship,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Blackburn,Oxford,EFL Championship,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Middlesbrough,Portsmouth,EFL Championship,2024/2025,2024-08-24,2.0,2.0,D,2.0 x 2.0
Norwich,Sheffield United,EFL Championship,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Preston,Luton,EFL Championship,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Stranraer,Elgin,League Two,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Stirling,East Fife,League Two,2024/2025,2024-08-24,0.0,4.0,A,0.0 x 4.0
Spartans,Peterhead,League Two,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Forfar,Edinburgh City,League Two,2024/2025,2024-08-24,0.0,3.0,A,0.0 x 3.0
Casa Pia,Santa Clara,Primeira Liga,2024/2025,2024-08-24,0.0,2.0,A,0.0 x 2.0
Bonnyrigg Rose,Clyde,League Two,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Watford,Derby,EFL Championship,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Antwerp,Mechelen,Jupiler League,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Augsburg,Werder Bremen,Bundesliga,2024/2025,2024-08-24,2.0,2.0,D,2.0 x 2.0
Annan Athletic,Alloa,League One,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Leyton Orient,Birmingham,EFL League One,2024/2025,2024-08-24,1.0,2.0,A,1.0 x 2.0
Barcelona,Ath Bilbao,LaLiga,2024/2025,2024-08-24,2.0,1.0,H,2.0 x 1.0
Espanol,Sociedad,LaLiga,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Ferrol,Granada,LaLiga 2,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Sp Gijon,Eldense,LaLiga 2,2024/2025,2024-08-24,0.0,0.0,D,0.0 x 0.0
Levante,Cadiz,LaLiga 2,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Aston Villa,Arsenal,Premier League,2024/2025,2024-08-24,0.0,2.0,A,0.0 x 2.0
Tottenham,Everton,Premier League,2024/2025,2024-08-24,4.0,0.0,H,4.0 x 0.0
Malaga,Mirandes,LaLiga 2,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Tenerife,Almeria,LaLiga 2,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Southampton,Nott'm Forest,Premier League,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Man City,Ipswich,Premier League,2024/2025,2024-08-24,4.0,1.0,H,4.0 x 1.0
Huddersfield,Shrewsbury,EFL League One,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Dortmund,Ein Frankfurt,Bundesliga,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Stoke,West Brom,EFL Championship,2024/2025,2024-08-24,1.0,2.0,A,1.0 x 2.0
Lincoln,Mansfield,EFL League One,2024/2025,2024-08-24,4.0,1.0,H,4.0 x 1.0
Freiburg,Stuttgart,Bundesliga,2024/2025,2024-08-24,3.0,1.0,H,3.0 x 1.0
Hoffenheim,Holstein Kiel,Bundesliga,2024/2025,2024-08-24,3.0,2.0,H,3.0 x 2.0
Mainz,Union Berlin,Bundesliga,2024/2025,2024-08-24,1.0,1.0,D,1.0 x 1.0
Sivasspor,Eyupspor,Super Lig,2024/2025,2024-08-24,0.0,1.0,A,0.0 x 1.0
Bodrumspor,Konyaspor,Super Lig,2024/2025,2024-08-24,3.0,1.0,H,3.0 x 1.0
Wigan,Crawley Town,EFL League One,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Wycombe,Rotherham,EFL League One,2024/2025,2024-08-24,2.0,0.0,H,2.0 x 0.0
Wrexham,Reading,EFL League One,2024/2025,2024-08-24,3.0,0.0,H,3.0 x 0.0
RB Leipzig,Bochum,Bundesliga,2024/2025,2024-08-24,1.0,0.0,H,1.0 x 0.0
Charleroi,Kortrijk,Jupiler League,2024/2025,2024-08-25,1.0,0.0,H,1.0 x 0.0
Swansea,Cardiff,EFL Championship,2024/2025,2024-08-25,1.0,1.0,D,1.0 x 1.0
Standard,Beerschot VA,Jupiler League,2024/2025,2024-08-25,1.0,0.0,H,1.0 x 0.0
Albacete,Elche,LaLiga 2,2024/2025,2024-08-25,1.0,0.0,H,1.0 x 0.0
Lens,Brest,Ligue 1,2024/2025,2024-08-25,2.0,0.0,H,2.0 x 0.0
Nantes,Auxerre,Ligue 1,2024/2025,2024-08-25,2.0,0.0,H,2.0 x 0.0
Castellon,Oviedo,LaLiga 2,2024/2025,2024-08-25,0.0,0.0,D,0.0 x 0.0
Catanzaro,Juve Stabia,Serie B,2024/2025,2024-08-25,0.0,0.0,D,0.0 x 0.0
Mantova,Cosenza,Serie B,2024/2025,2024-08-25,3.0,2.0,H,3.0 x 2.0
Strasbourg,Rennes,Ligue 1,2024/2025,2024-08-25,3.0,1.0,H,3.0 x 1.0
Marseille,Reims,Ligue 1,2024/2025,2024-08-25,2.0,2.0,D,2.0 x 2.0
St Truiden,St. Gilloise,Jupiler League,2024/2025,2024-08-25,0.0,0.0,D,0.0 x 0.0
Nice,Toulouse,Ligue 1,2024/2025,2024-08-25,1.0,1.0,D,1.0 x 1.0
Asteras Tripolis,Volos NFC,Superliga,2024/2025,2024-08-25,0.0,1.0,A,0.0 x 1.0
Groningen,AZ Alkmaar,Eredivisie,2024/2025,2024-08-25,0.0,0.0,D,0.0 x 0.0
Antalyaspor,Hatayspor,Super Lig,2024/2025,2024-08-25,3.0,2.0,H,3.0 x 2.0
Rizespor,Fenerbahce,Super Lig,2024/2025,2024-08-25,0.0,5.0,A,0.0 x 5.0
Dender,Club Brugge,Jupiler League,2024/2025,2024-08-25,1.0,2.0,A,1.0 x 2.0
AVS,Guimaraes,Primeira Liga,2024/2025,2024-08-25,1.0,0.0,H,1.0 x 0.0
Ulm,Fortuna Dusseldorf,Bundesliga 2,2024/2025,2024-08-25,1.0,2.0,A,1.0 x 2.0
Magdeburg,Schalke 04,Bundesliga 2,2024/2025,2024-08-25,2.0,2.0,D,2.0 x 2.0
Sp Braga,Moreirense,Primeira Liga,2024/2025,2024-08-25,3.0,1.0,H,3.0 x 1.0
Kasimpasa,Ad. Demirspor,Super Lig,2024/2025,2024-08-25,2.0,2.0,D,2.0 x 2.0
Wolfsburg,Bayern Munich,Bundesliga,2024/2025,2024-08-25,2.0,3.0,A,2.0 x 3.0
PAOK,Panetolikos,Superliga,2024/2025,2024-08-25,2.0,0.0,H,2.0 x 0.0
Panathinaikos,Levadeiakos,Superliga,2024/2025,2024-08-25,1.0,0.0,H,1.0 x 0.0
Estoril,Gil Vicente,Primeira Liga,2024/2025,2024-08-25,0.0,0.0,D,0.0 x 0.0
Arouca,Nacional,Primeira Liga,2024/2025,2024-08-25,1.0,0.0,H,1.0 x 0.0
Bournemouth,Newcastle,Premier League,2024/2025,2024-08-25,1.0,1.0,D,1.0 x 1.0
Wolves,Chelsea,Premier League,2024/2025,2024-08-25,2.0,6.0,A,2.0 x 6.0
Liverpool,Brentford,Premier League,2024/2025,2024-08-25,2.0,0.0,H,2.0 x 0.0
St Pauli,Heidenheim,Bundesliga,2024/2025,2024-08-25,0.0,2.0,A,0.0 x 2.0
Motherwell,Hearts,Premiership,2024/2025,2024-08-25,3.0,1.0,H,3.0 x 1.0
Darmstadt,Nurnberg,Bundesliga 2,2024/2025,2024-08-25,1.0,1.0,D,1.0 x 1.0
St Mirren,Celtic,Premiership,2024/2025,2024-08-25,0.0,3.0,A,0.0 x 3.0
Torino,Atalanta,Serie A,2024/2025,2024-08-25,2.0,1.0,H,2.0 x 1.0
Napoli,Bologna,Serie A,2024/2025,2024-08-25,3.0,0.0,H,3.0 x 0.0
Roma,Empoli,Serie A,2024/2025,2024-08-25,1.0,2.0,A,1.0 x 2.0
Go Ahead Eagles,Waalwijk,Eredivisie,2024/2025,2024-08-25,2.0,0.0,H,2.0 x 0.0
Aberdeen,Kilmarnock,Premiership,2024/2025,2024-08-25,2.0,0.0,H,2.0 x 0.0
Ath Madrid,Girona,LaLiga,2024/2025,2024-08-25,3.0,0.0,H,3.0 x 0.0
Sparta Rotterdam,Feyenoord,Eredivisie,2024/2025,2024-08-25,1.0,1.0,D,1.0 x 1.0
Heracles,Willem II,Eredivisie,2024/2025,2024-08-25,1.0,1.0,D,1.0 x 1.0
Alaves,Betis,LaLiga,2024/2025,2024-08-25,0.0,0.0,D,0.0 x 0.0
Leganes,Las Palmas,LaLiga,2024/2025,2024-08-25,2.0,1.0,H,2.0 x 1.0
Real Madrid,Valladolid,LaLiga,2024/2025,2024-08-25,3.0,0.0,H,3.0 x 0.0
Fiorentina,Venezia,Serie A,2024/2025,2024-08-25,0.0,0.0,D,0.0 x 0.0
York,Boston Utd,National League,2024/2025,2024-08-26,0.0,2.0,A,0.0 x 2.0
Woking,Hartlepool,National League,2024/2025,2024-08-26,3.0,2.0,H,3.0 x 2.0
Wealdstone,Fylde,National League,2024/2025,2024-08-26,1.0,0.0,H,1.0 x 0.0
Red Star,Ajaccio,Ligue 2,2024/2025,2024-08-26,1.0,0.0,H,1.0 x 0.0
Verona,Juventus,Serie A,2024/2025,2024-08-26,0.0,3.0,A,0.0 x 3.0
Olympiakos,Athens Kallithea,Superliga,2024/2025,2024-08-26,2.0,1.0,H,2.0 x 1.0
Cagliari,Como,Serie A,2024/2025,2024-08-26,1.0,1.0,D,1.0 x 1.0
Yeovil,Rochdale,National League,2024/2025,2024-08-26,0.0,1.0,A,0.0 x 1.0
Maidenhead,Barnet,National League,2024/2025,2024-08-26,3.0,1.0,H,3.0 x 1.0
Tamworth,Aldershot,National League,2024/2025,2024-08-26,3.0,2.0,H,3.0 x 2.0
Cordoba,Burgos,LaLiga 2,2024/2025,2024-08-26,2.0,2.0,D,2.0 x 2.0
Braintree Town,Ebbsfleet,National League,2024/2025,2024-08-26,0.0,0.0,D,0.0 x 0.0
Eastleigh,Sutton,National League,2024/2025,2024-08-26,1.0,1.0,D,1.0 x 1.0
Forest Green,Altrincham,National League,2024/2025,2024-08-26,2.0,1.0,H,2.0 x 1.0
Halifax,Solihull,National League,2024/2025,2024-08-26,0.0,1.0,A,0.0 x 1.0
Villarreal,Celta,LaLiga,2024/2025,2024-08-26,4.0,3.0,H,4.0 x 3.0
Cartagena,Zaragoza,LaLiga 2,2024/2025,2024-08-26,1.0,2.0,A,1.0 x 2.0
Oldham,Gateshead,National League,2024/2025,2024-08-26,1.0,1.0,D,1.0 x 1.0
Southend,Dag and Red,National League,2024/2025,2024-08-26,2.0,2.0,D,2.0 x 2.0
Salernitana,Sampdoria,Serie B,2024/2025,2024-08-27,3.0,2.0,H,3.0 x 2.0
Mallorca,Sevilla,LaLiga,2024/2025,2024-08-27,0.0,0.0,D,0.0 x 0.0
